scenario_id,arrival_rate_mean,res_Clerk_amount,res_Clerk_cost,res_Credit_Officer_amount,res_Credit_Officer_cost,res_System_amount,res_System_cost,el_sid-4B24111F-B305-4608-9E12-744B47C44D0D_duration,el_sid-D048D99D-F549-43B8-8ACB-5AE153B12B0F_duration,el_sid-3744BAA1-9382-4FAB-B7FE-B6A333F10D25_duration,el_sid-622A1118-4766-43B2-A004-7DADE521982D_duration,el_sid-02577CBF-ABA3-4EFD-9480-E1DFCF238B1C_duration,el_sid-503A048D-6344-446A-8D67-172B164CF8FA_duration,kpi_total_cost,kpi_std_total_cost,kpi_cycle_time,kpi_std_cycle_time,kpi_waiting_time,kpi_std_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
11619,944.73,10,57.25,12,51.24,2,0.01,119.41,88.77,0.01,24.74,199.28,43.59,51104.480746011715,350.56592234375654,55123.64088663695,1081.3435902525591,109074.5987998359,2142.743416631909,7,True,True,True,True
11622,1763.54,9,46.81,2,71.78,1,0.01,44.59,223.36,0.01,104.28,70.69,24.66,23402.19727187606,551.7462724626355,54763.104165819466,692.2475397062915,108135.17784461795,1337.002020013436,8,True,True,True,True
11624,2326.51,5,37.05,6,23.84,2,0.01,147.75,172.79,0.01,144.32,139.8,51.15,14587.045478110305,185.87391059979828,55024.055211374936,1166.3669552457136,108606.67153342631,2288.762688191796,7,True,True,True,True
11626,1507.77,3,37.86,3,58.91,2,0.01,128.31,108.02,0.01,84.33,58.71,29.88,18787.057867774078,300.65856210163525,57385.34328258493,509.79854072646725,112800.43432810708,1028.9288684122164,5,True,True,True,True
11625,1449.84,9,15.84,10,82.66,1,0.01,113.96,208.54,0.01,106.91,223.01,122.05,37955.743473288705,269.3154957069394,56471.29864450901,580.4518452470113,111192.76234631092,1172.9970449382256,5,True,True,True,True
11629,2384.46,4,51.74,10,59.01,2,0.01,46.08,68.63,0.01,101.98,146.57,129.82,14356.5856067393,139.88318232738712,55037.0306498101,854.6671047902828,109258.18811047342,1719.167080258571,5,True,True,True,True
11630,2103.69,6,35.09,12,89.34,2,0.01,82.27,183.39,0.01,45.83,134.21,66.54,22848.220163210364,478.17015292026343,54496.098465515526,1052.5557746240406,107821.10873066937,2119.0230927313505,7,True,True,True,True
11627,1246.86,12,43.42,8,60.48,1,0.01,122.81,120.42,0.01,136.5,110.27,133.07,32564.390812576334,415.2405333151471,55368.40277430941,979.0718346260302,109706.07352745798,1926.8029185040398,7,True,True,True,True
11628,1920.19,12,57.64,4,50.27,1,0.01,123.32,249.88,0.01,114.1,135.66,99.72,32703.93864652266,525.1510260275338,55531.71042362902,1510.0589348266174,109607.39005892158,2988.5743731584344,10,True,True,True,True
11631,1536.19,6,44.62,4,67.31,1,0.01,139.46,100.25,0.01,36.29,174.93,116.61,32045.696868042083,669.4083527083455,56182.78903282386,1037.8624326119848,110741.0460331136,1996.811548610996,7,True,True,True,True
11633,2198.54,11,27.3,6,26.13,1,0.01,73.2,130.99,0.01,65.91,219.75,132.88,11524.14291547427,179.81220528775717,55184.86124714378,874.6044539162322,109089.58813210619,1658.9782532811814,5,True,True,True,True
11635,1801.45,11,25.65,8,20.67,1,0.01,86.37,87.68,0.01,123.69,277.11,63.82,12816.307636671296,268.9464356230994,55022.91298392354,756.363146922422,108677.29116669412,1515.1010331948264,8,True,True,True,True
