scenario_id,arrival_rate_mean,res_Clerk_amount,res_Clerk_cost,res_Credit_Officer_amount,res_Credit_Officer_cost,res_System_amount,res_System_cost,el_sid-4B24111F-B305-4608-9E12-744B47C44D0D_duration,el_sid-D048D99D-F549-43B8-8ACB-5AE153B12B0F_duration,el_sid-3744BAA1-9382-4FAB-B7FE-B6A333F10D25_duration,el_sid-622A1118-4766-43B2-A004-7DADE521982D_duration,el_sid-02577CBF-ABA3-4EFD-9480-E1DFCF238B1C_duration,el_sid-503A048D-6344-446A-8D67-172B164CF8FA_duration,kpi_total_cost,kpi_cycle_time,kpi_waiting_time,n_reps_used,converged,converged_wait,converged_cost,converged_duration
473,1987.43,6,29.61,6,47.61,2,0.01,41.22,95.9,0.01,42.17,133.96,103.29,11720.516902893329,16953.30548985439,33278.85754432473,7,True,True,True,True
474,2036.44,5,48.51,6,59.38,2,0.01,87.0,275.8,0.01,105.07,119.49,93.85,27411.82231227524,18021.134174076968,34571.844308728054,6,True,True,True,True
470,1430.29,7,19.63,3,50.3,1,0.01,61.23,202.38,0.01,135.87,240.24,58.91,28409.282379850876,18719.077532727242,35636.64999248451,8,True,True,True,True
472,1570.33,5,51.7,7,24.47,2,0.01,61.82,283.3,0.01,126.26,202.13,81.91,31866.27139995998,18219.02912467025,34669.28564548159,9,True,True,True,True
477,2111.51,3,39.63,9,79.31,1,0.01,50.21,88.81,0.01,66.7,50.0,50.62,10808.62508045766,17181.89194751631,33791.56367763519,7,True,True,True,True
478,1395.39,8,23.49,5,43.11,1,0.01,111.56,261.36,0.01,44.1,73.98,119.09,19012.35266766186,18046.419048580905,34802.72841645868,5,True,True,True,True
479,1064.56,11,24.62,8,121.11,1,0.01,41.45,143.37,0.01,147.52,60.17,148.83,31281.78437287476,17164.84267157442,33567.0525347288,8,True,True,True,True
471,1317.08,12,16.73,2,118.21,1,0.01,110.3,257.74,0.01,68.51,254.31,138.36,63619.64412947027,21555.31872421637,38963.86127225276,10,True,True,True,True
481,2159.79,6,24.53,9,105.95,1,0.01,53.48,180.37,0.01,35.95,83.73,72.77,15450.799863187223,17204.684646501886,33702.06677802817,6,True,True,True,True
480,1935.2,2,31.64,8,122.51,2,0.01,84.34,290.17,0.01,146.72,126.68,92.6,34618.25859564121,21592.977068910706,39636.249902210424,6,True,True,True,True
482,1907.59,2,50.28,4,109.7,2,0.01,54.42,175.43,0.01,69.15,237.49,55.88,45034.849519092466,19025.920756041614,35964.69732769075,7,True,True,True,True
475,705.3,5,15.28,9,116.76,2,0.01,71.2,190.38,0.01,145.68,238.81,59.65,109257.49764266692,19987.21345222502,37390.171892479026,5,True,True,True,True
476,670.09,6,61.85,6,37.79,1,0.01,129.96,90.71,0.01,79.88,163.31,89.97,65431.55420828393,18802.57135833925,35800.42053270041,5,True,True,True,True
485,1572.86,3,40.01,6,81.58,1,0.01,126.0,113.5,0.01,64.15,140.26,116.78,30279.047562473956,18761.416751080535,35882.2608482458,5,True,True,True,True
486,2040.95,5,11.06,12,100.38,1,0.01,138.79,148.65,0.01,41.5,106.36,47.7,15714.62025281828,17455.183332621855,33999.30457551715,8,True,True,True,True
487,1535.31,5,56.11,4,62.83,1,0.01,96.95,249.49,0.01,137.33,128.44,73.0,40532.34122941294,18360.169238940995,35123.43843902415,5,True,True,True,True
489,1737.27,8,44.2,11,58.99,2,0.01,81.23,64.04,0.01,51.11,235.44,79.63,26114.120645009254,16871.656257277078,32996.94437293926,6,True,True,True,True
483,796.93,4,34.43,5,70.94,1,0.01,138.51,55.16,0.01,103.64,107.17,38.55,42779.94162133936,18975.80126635725,36207.475496878804,5,True,True,True,True
484,701.27,10,55.94,12,43.87,2,0.01,141.55,61.67,0.01,26.11,237.88,110.98,67455.89888569608,17636.39173100258,34027.507476901184,5,True,True,True,True
491,1976.37,7,26.29,12,29.53,1,0.01,49.26,252.0,0.01,125.26,278.41,90.67,18442.399896259845,17888.24176928806,34382.440439226986,6,True,True,True,True
492,1659.78,11,39.36,10,61.7,1,0.01,117.11,242.2,0.01,125.14,223.01,138.41,38517.902553427346,17328.626576813105,33371.36572755231,6,True,True,True,True
493,2157.92,10,46.2,10,96.71,1,0.01,54.4,83.33,0.01,39.76,243.13,113.52,31252.69637931243,17183.780183172796,33545.90318202801,6,True,True,True,True
494,2212.21,8,50.63,10,80.59,1,0.01,136.67,171.18,0.01,75.88,137.15,88.72,27240.24674940607,17173.39262687452,33511.934728849374,6,True,True,True,True
496,2267.06,9,25.73,5,123.73,1,0.01,92.82,203.81,0.01,44.2,156.84,98.27,27071.435756982683,17330.560567405686,33728.38380648607,5,True,True,True,True
490,1132.99,6,52.19,5,40.11,2,0.01,88.05,236.89,0.01,133.1,192.1,131.14,48689.70432320262,18665.130773519348,35466.22217918965,5,True,True,True,True
495,1705.5,10,43.75,11,81.55,2,0.01,24.95,169.19,0.01,134.49,237.82,128.87,38159.55253736869,17246.96328714129,33456.634914792856,7,True,True,True,True
499,2295.27,4,20.74,7,29.8,1,0.01,116.31,191.07,0.01,79.81,182.57,29.98,11496.380318830732,17733.779033391864,34196.45759659259,5,True,True,True,True
498,1999.37,7,10.02,12,80.52,1,0.01,77.58,65.21,0.01,75.07,117.83,137.08,13272.393071068727,17033.662714700815,33432.38471537711,10,True,True,True,True
501,2393.57,6,31.99,9,78.73,2,0.01,33.23,256.88,0.01,115.42,163.84,131.04,22135.294823648,17436.147981682243,33667.91631993939,5,True,True,True,True
500,1620.14,6,43.88,11,63.17,1,0.01,63.38,246.13,0.01,55.2,159.42,137.02,32816.47402363313,17882.96929141331,34346.10652587887,5,True,True,True,True
503,1340.89,9,47.03,4,74.02,1,0.01,127.96,140.05,0.01,102.18,141.0,104.83,39556.99256667057,17664.775665444944,34298.1099969092,5,True,True,True,True
